,tweet,closed,closure,fire
125,"#CampFire [update] Pulga Road at Camp Creek Road near Jarbo Gap (Butte County) is now 135,000 acres and 35% contained. Evacuations in place. Unified Command: @CALFIRE_ButteCo, @ButteSheriff, Paradise Police Department, and the USFS. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2277 …pic.twitter.com/lHvCyTxb7A",0,0,1
126,"Firefighters are battling a 147 acre fire off Sierra Ave and Riverside Ave (San Bernardino County). Unified Command: CAL FIRE, San Bernardino County Fire, and Rialto Fire Department #SierraFire is 75% contained.https://twitter.com/SBCOUNTYFIRE/status/1062737347689639936 …",0,0,4
127,"#HillFire [update] at Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley (Ventura County) is now 4,531 acres and 94% contained. Unified Command: CAL FIRE, @VCFD , and @VENTURASHERIFF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2281 …pic.twitter.com/8pbw8BwTbc",0,0,2
128,"#WoolseyFire [update] at E St and Alfa Road Rd, south of Simi Valley (Ventura County) is now 97,620 acres and 47% contained. Unified Command: CAL FIRE, @VCFD, @VENTURASHERIFF, @LACOFD, @LAFD, @LASDHQ, and @LAPDHQ http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2282 …pic.twitter.com/FP8KdLfRgo",0,0,2
129,"#CampFire [update] Pulga Road at Camp Creek Road near Jarbo Gap (Butte County) is now 130,000 acres and 35% contained. Evacuations in place. Unified Command: @CALFIRE_ButteCo, @ButteSheriff, Paradise Police Department, and the USFS. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2277 …pic.twitter.com/9VI8WlFdWY",0,0,1
130,"#WoolseyFire [update] at E St and Alfa Road Rd, south of Simi Valley (Ventura County) is now 97,114 acres and 40% contained. Unified Command: CAL FIRE, @VCFD_PIO, @LACOFD, LA City Fire, @LASDHQ, and @LAPDHQ http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2282 …pic.twitter.com/ECbAGNjAMK",0,0,3
131,"#HillFire [update] at Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley (Ventura County) is now 4,531 acres and 92% contained. Unified Command: CAL FIRE, @VCFD_PIO, and @VENTURASHERIFF https://www.vcemergency.com/ pic.twitter.com/hty9f5fYK5",0,0,1
132,#WoolseyFire [correction] Additional Repopulation of Impacted Areas.pic.twitter.com/zKBfbpwhQQ,0,0,0
133,11∙13∙18 - Repopulation of areas of #WoolseyFirepic.twitter.com/pF2MwCII2N,0,0,0
134,"#CampFire Community Meeting will be held today at 7:30 PM at Laxson Auditorium, Chico State Campus, West 1st Street & Salem Street Chico, CA 95929.pic.twitter.com/tRgDT4EJfr",0,0,0
135,"#CampFire [update] Press Conference will be held today at 6:00 PM at Silver Dollar Fairgrounds Harvest Hall, 2357 Fair Street, Chico, CA 95928pic.twitter.com/A2s5XZQNJt",0,0,0
136,"#WoolseyFire Operational Media Briefing at 11:00 AM, Monday, November 13, 2018 at Conejo Creek South Park, 1300 E Janss Thousand Oaks, CA 91362.pic.twitter.com/ZpjQZxAhZB",0,0,0
137,"#WoolseyFire [update] Repopulation release. Tuesday November 13, 2018.pic.twitter.com/nOVoeeI4ml",0,0,0
138,"#CampFire [update] Pulga Road at Camp Creek Road near Jarbo Gap (Butte County) is now 125,000 acres and 30% contained. Evacuations in place. Unified Command: @CALFIRE_ButteCo, @ButteSheriff, Paradise Police Department, and the USFS. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2277 …pic.twitter.com/TvKv4qE9D3",0,0,1
139,"#HillFire [update] at Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley (Ventura County) is now 4,531 acres and 90% contained. Unified Command: CAL FIRE, @VCFD_PIO, and @VENTURASHERIFF https://www.vcemergency.com/ pic.twitter.com/hDvNmaVw4r",0,0,1
140,"#WoolseyFire [update] at E St and Alfa Road Rd, south of Simi Valley (Ventura County) is now 96,314 acres and 35% contained. Unified Command: CAL FIRE, @VCFD_PIO, @LACOFD, LA City Fire, @LASDHQ, and @LAPDHQ http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2282 …pic.twitter.com/MAJGLPaex3",0,0,3
141,CAL FIRE wants to recognize the many out of state partners that have joined in battling these wildfires.pic.twitter.com/OI7ixq0g1G,0,0,1
142,#CampFire [update] Evacuation warning lifted for the Thermalito areapic.twitter.com/3pDeFCKIw5,0,0,0
143,#WoolseyFire [update] Repopulation for Westlake Area of Thousand Oakspic.twitter.com/PSvHtk8Ufw,0,0,0
144,#WoolseyFire [update] Repopulation West Hills in the City of Los Angelespic.twitter.com/9oM3OEuixd,0,0,0
145,"#CampFire [update] Pulga Road at Camp Creek Road near Jarbo Gap (Butte County) is now 117,000 acres and 30% contained. Evacuations in place. Unified Command: @CALFIRE_ButteCo, @ButteSheriff, Paradise Police Department, and the USFS. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2277 …pic.twitter.com/PILl5Slnr4",0,0,1
146,CAL FIRE would like to continue to thank our out of state partners that came to our aide during these powerful wildfires. We appreciate their support.pic.twitter.com/hGYtkDYY6m,0,0,1
147,"#WoolseyFire [update] at E St and Alfa Road Rd, south of Simi Valley (Ventura County) is now 93,662 acres and 30% contained. Unified Command: CAL FIRE, @VCFD_PIO, @LACoFDPIO, LA City Fire, @LASDHQ, and @LAPDHQ http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2282 …pic.twitter.com/MoXNSdvlI7",0,0,3
148,Firefighters are battling a 10 acre fire off Highway 299 in the area of Green Hill (Humboldt County). #GreenHillFire https://twitter.com/CALFIRE_HUU pic.twitter.com/RurySwUkR1,0,0,1
149,"#HillFire [update] at Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley (Ventura County) is now 4,531 acres and 85% contained. Unified Command: CAL FIRE, Ventura County Fire, and Ventura County Sheriff https://www.vcemergency.com/ pic.twitter.com/mHUTpE6hiT",0,0,2
150,#CampFire [update] Online public viewer structure map is now available. https://tinyurl.com/campfirestructuremap …pic.twitter.com/1BKp3d2foQ,0,0,0
151,CAL FIRE would like to continue to thank our out of state partners that are assisting with our fight to contain these wildfires. Every additional state that joins us in battling these fire provides crucial support.pic.twitter.com/Lk6VR0MJ0G,0,0,2
152,"#PeakFire [final] off Highway 118 and Rocky Peak Road, east of Simi Valley (Ventura County) is now 100% contained at 186 acres.pic.twitter.com/jyaKcwHpue",0,0,0
153,A #RedFlagWarning is in effect due to gusty winds and low humidity in Southern California through Wednesday. This is #CriticalFireWeather and precautions should be taken when outdoors to avoid a spark. http://www.fire.ca.gov/communications/communications_firesafety_redflagwarning …pic.twitter.com/gTKCTrRKBd,0,0,1
154,"#CampFire [update] Press conference today at 6PM at Silver Dollar Fairgrounds Harvest Hall, 2357 Fair Street, Chico, CA 95928pic.twitter.com/Q1S5F66AsB",0,0,0
155,"Firefighters are battling a 75 acre fire off Highway 118 and Rocky Peak Road, east of Simi Valley (Ventura County). #PeakFirepic.twitter.com/qncpozS0vS",0,0,1
156,The #CampFire has produced an online interactive evacuation map for citizens to view. You can view the map at this URL: https://tinyurl.com/campfireevac pic.twitter.com/vGM6CG6HUw,0,0,0
157,CAL FIRE would like to thank the additional out of state partners that have joined in battling the wildfires. The outpouring of support and resources still coming into California is instrumental in fighting these dynamic fires.pic.twitter.com/XujG23slGD,0,0,1
158,"#CampFire [update] Community meeting will be held today at 7:30 PM at State Theater 1489 Myers Street Oroville, CA 95965pic.twitter.com/5Y2h1VoEXg",0,0,0
159,"#WoolseyFire and #HillFire [update] press conference will be held today at 11 AM at Conejo Creek South Park, 1300 E Janss Thousand Oaks, CA 91362pic.twitter.com/eqUSltuxQO",0,0,0
160,CAL FIRE would like to thank our out of state partners that have sent resources to assist in battling these powerful wildfires. It is with their support that we can continue our fight to contain these fires.pic.twitter.com/vwvUDDl9ti,0,0,1
161,"#HillFire [update] at Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley (Ventura County) is now 4,531 acres and 80% contained. Unified Command: CAL FIRE, @VCFD_PIO, and @VENTURASHERIFF https://www.vcemergency.com/ pic.twitter.com/VxV2NV6fH6",0,0,1
162,"#CampFire [update] Pulga Road at Camp Creek Road near Jarbo Gap (Butte County) is now 113,000 acres and 25% contained. Evacuations in place. Unified Command: @CALFIRE_ButteCo, @ButteSheriff, Paradise Police Department, and the USFS. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2277 …pic.twitter.com/5gObyjgBIG",0,0,1
163,"#WoolseyFire [update] at E St and Alfa Road Rd, south of Simi Valley (Ventura County) is now 91,572 acres and 20% contained. Unified Command: @VCFD_PIO, @LACoFDPIO, LA City Fire, @lacountysheriff, and @LAPDHQ http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2282 …pic.twitter.com/qB9P8ANDoq",0,0,2
164,#WoolseyFire [update] Repopulation Oak Park and North Ranchpic.twitter.com/RiFDmUm1ea,0,0,0
165,#WoolseyFire [update] Repopulation Thousand Oaks Areapic.twitter.com/Q7lOeL6lAb,0,0,0
166,#WoolsleyFire [update] Repopulation Newbury Park Areapic.twitter.com/rn3p1AbpR9,0,0,0
167,"#WoolseyFire [update] at E St and Alfa Road Rd, south of Simi Valley (Ventura County) is now 85,500 acres and 15% contained. Unified Command: CAL FIRE, @VCFD_PIO, @LACoFDPIO, @LASDHQ, and @LAPDHQ http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2282 …pic.twitter.com/fZwkSMOLfl",0,0,2
168,"#HillFire [update] at Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley (Ventura County) is now 4,531 acres and 75% contained. Unified Command: CAL FIRE, @VCFD_PIO, and @VENTURASHERIFF https://www.vcemergency.com/ pic.twitter.com/VeboqUMSPI",0,0,1
169,"#RinconFire [final] off Highway 9 and Rincon Crossing, north of Santa Cruz (Santa Cruz County) is now 100% contained and 17 acres. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2275 …pic.twitter.com/3foJ8oOpRg",0,0,1
170,"#CampFire [update] Pulga Road at Camp Creek Road near Jarbo Gap (Butte County) is now 111,000 acres and 25% contained. Evacuations in place. Unified Command: @CALFIRE_ButteCo, @ButteSheriff, Paradise Police Department, and the USFS. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2277 …pic.twitter.com/v3OW5Mit53",0,0,1
171,"A #RedFlagWarning has significantly increased in size, now spanning across California through Monday, due to gusty winds and low humidity. This is #CriticalFireWeather and precautions should be taken when outdoors to avoid any potential sparks. http://www.fire.ca.gov/communications/communications_firesafety_redflagwarning …pic.twitter.com/RzwVF7Fagw",0,0,1
172,"#WoolseyFire and #HillFire Press Conference - 11/11/18, 4:30 PM @Conejo Creek South Park, 1300 E. Janss, Thousand Oaks, CA 91362pic.twitter.com/WilwVAEj90",0,0,0
173,"#CampFire [update] Press Conference - 11/11/18, 6:00 PM at Silver Dollar Fairgrounds, Harvest Hall, 2357 Fair Street, Chico, CA 95928.pic.twitter.com/fn7IOFPl5b",0,0,0
174,"#WoolseyFire and #HillFire Press Conference - 11/11/18, 9:30 PM @Conejo Creek South Park, 1300 E. Janss, Thousand Oaks, CA 91362pic.twitter.com/h161ONx3c6",0,0,0
175,"CAL FIRE would like to honor, and send our thanks and appreciation, for all that have served. Many of our employees started their careers in the military, and later transitioned into the fire service. We couldn’t be prouder of these individuals. Thank you, veterans. #VeteransDaypic.twitter.com/sfsi9RqxOR",0,0,2
176,"#HillFire [update] at Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley (Ventura County) is now 4,531 acres and 70% contained. Unified Command: @CALFIRE_SLO, @VCFD, @VENTURASHERIFF, @LACoFDPIO, @LAFDtalk, @LASDHQ, and @911LAPDpic.twitter.com/SSSYBtb7Ha",0,0,0
177,"#WoolseyFire [update] at E St and Alfa Road Rd, south of Simi Valley (Ventura County) is now 83,275 acres and 10% contained. Unified Command: @CALFIRE_SLO, @VCFD, @LACOFD, @LAFDtalk, @LACity, @CountyVentura, and @CountyofLApic.twitter.com/QTdzSrGAPd",0,0,0
178,"#RinconFire [update] off Highway 9 and Rincon Crossing, north of Santa Cruz (Santa Cruz County) remains 17 acres and 98% contained. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2275 …pic.twitter.com/vAUgQfIXC1",0,0,1
179,"#CampFire [update] Pulga Road at Camp Creek Road near Jarbo Gap (Butte County) is now 109,000 acres and 25% contained. Evacuations in place. Unified Command: @CALFIRE_ButteCo , @ButteSheriff, @paradise_ca, @CHP_Valley, and Paradise P.D. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2277 … …pic.twitter.com/8dpJew5UjV",0,0,1
180,"#HillFire [update] at Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley (Ventura County) is now 4,531 acres and 65% contained. Unified Command: CAL FIRE, @VCFD, @VENTURASHERIFF, @LACoFDPIO, @LAFDtalk, @LASDHQ , and @911LAPDpic.twitter.com/0XLOcVvQ0q",0,0,1
181,"#WoolseyFire [update] at E St and Alfa Road Rd, south of Simi Valley (Ventura County) is now 83,275 acres and 5% contained. Unified Command: @CALFIRE_SLO, @VCFD, @LACOFD, @LAFDtalk, @LACity, @CountyVentura, and @CountyofLApic.twitter.com/H2UevEtMWj",0,0,0
182,#WoolseyFire Repopulation Notice - English & Spanish - 11/10/18 PMpic.twitter.com/GYOkbUp9vW,0,0,0
183,"#RinconFire [update] off Highway 9 and Rincon Crossing, north of Santa Cruz (Santa Cruz County) is now 17 acres and 98% contained. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2275 …pic.twitter.com/cQlTFJGCa1",0,0,1
184,"#CampFire [update] Pulga Road at Camp Creek Road near Jarbo Gap (Butte County) is now 105,000 acres and 20% contained. Evacuations in place. Unified Command: @CALFIRE_ButteCo , @ButteSheriff , Paradise P.D. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2277 …pic.twitter.com/ifCHhVbspu",0,0,1
185,#WoolseyFire Repopulation Notice - 11/10/18 PMpic.twitter.com/08lsuerWbW,0,0,0
186,#HillFire Repopulation Notice - English & Spanish - 11/10/18 PM.pic.twitter.com/aaCqzQ0HYG,0,0,0
187,"#CampFire Community Meeting - 11/10/18, 7:30 PM @CALFIRE_ButteCo @ButteSheriff @CHP_Valley @CountyofButtepic.twitter.com/9jIqAG1RLh",0,0,0
188,"#WoolseyFire and #HillFire Press Conference - 4:30 PM @Conejo Creek South Park, 1300 E. Janss, Thousand Oaks, CA 91362 @CALFIRE_SLO @VCFD @LACOFD @LAFDtalk @LACity @CountyVentura @CountyofLApic.twitter.com/VLQlJEDCKk",0,0,0
189,"#CampFire Press Conference - 11/10/18, 6:00 PMpic.twitter.com/u6o9Okc0Rj",0,0,0
190,#HillFire Incident Update - 11/10/18pic.twitter.com/gTIhEkep2F,0,0,0
191,#WoolseyFire Incident Update - 11/10/18pic.twitter.com/LD5VI3WCe7,0,0,0
192,California will see a #RedFlagWarning once again Saturday night through Sunday afternoon bringing another round of #CriticalFireWeather. Gusty winds & low humidity can contribute to extreme fire behavior. Please use caution when outdoors. #OneLessSpark. http://www.calfire.ca.gov/communications/communications_firesafety_redflagwarning …pic.twitter.com/86YuwW9oEA,0,0,1
193,#CampFire Corrected Incident Update 11/10/18 AM - *Removed Chico Evacuation Orders*pic.twitter.com/egyP0xIz3E,0,0,0
194,"#HillFire [update] at Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley (Ventura County) is now 4,531 acres and 25% contained. Unified Command: CAL FIRE and @VCFD https://www.vcemergency.com/ pic.twitter.com/2ESZWxlujZ",0,0,1
195,"#WoolseyFire [update] at E St and Alfa Road Rd, south of Simi Valley (Ventura County) is now 70,000 acres. Evacuations in place. Unified Command: CAL FIRE, @VCFD , @LACOFD and @LAFD https://www.vcemergency.com/ pic.twitter.com/jFvxrA0xTM",0,0,1
196,"#RinconFire [update] off Highway 9 and Rincon Crossing, north of Santa Cruz (Santa Cruz County) is now 17 acres and 93% contained. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2275 …pic.twitter.com/UQqQ4B2Q1A",0,0,1
197,"#CampFire [update] Pulga Road at Camp Creek Road near Jarbo Gap (Butte County) is now 100,000 acres and 20% contained. Evacuations in place. Unified Command: @CALFIRE_ButteCo , @ButteSheriff , Paradise P.D. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2277 …pic.twitter.com/yzeRrz3zl7",0,0,1
198,"#HillFire [update] at Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley (Ventura County) per @VCFD is now 4,531 acres & 15% contained. http://www.vcfd.org/ pic.twitter.com/KYdXpozXBe",0,0,0
199,"#RinconFire [update] off Highway 9 and Rincon Crossing, north of Santa Cruz (Santa Cruz County) is now 17 acres and 93% contained. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2275 …pic.twitter.com/vvAsVq2Cqv",0,0,1
200,"#CampFire [update] Pulga Road at Camp Creek Road near Jarbo Gap (Butte County) is now 90,000 acres and 5% contained. Evacuations in effect. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2277 …pic.twitter.com/5c24LThxPV",0,0,1
201,"#WoolseyFire [update] at E St and Alfa Road Rd, south of Simi Valley (Ventura County) per Ventura County Fire is now 35,000 acres. http://www.vcfd.org/ pic.twitter.com/VMG084SRQW",0,0,1
